0,3,0,0,2,0,8,1,2,0,2,2,33,2,0,6,38,0,0,29,9,1,0,0,30,4,2,82,2,2,2,15,0,103,2,0,0,0,0,17,5,3,6,0,0,1,1,4,0,0,0,3,1,0,1,1,0,3,4,1,1,0,102,130,0,0,0,1,0,0,2,7,0,0,4,87,3,42,0,64,33,1,8,1,0,8,0,11,1,0,0,0,1,234,7,5,0,11,0,6,30,0,0,1,0,0,0,5,0,0,1,0,4,1,2,0,0,4,43,1,0,0,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57,7,1,433,32,10,159,87,1,0,145,0,30,13,29,2,0,8,1,1,5,2,71,0,1,4,1,14,164,16,0,0,1,1,1,0,2,0,0,89,49,94,1,3,0,1,6,0,7,0,58,16,2,92,7,138,146,214,60,0,0,0,0,204,11,0,0,1,1,2,1,2,2,7,0,24,2,0,10,1,9,5,2,4,5,0,32,16,19,116,0,11,0,7,1,5,150,0,65,2,1,1,8,0,17,1,2,0,16,1,17,62,264,10,0,3,1,2,225,150,0,3,66,32,16,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,2,2,0,3,24,0,0,77,118,6,4,1,0,3,19,0,0,26,0,68,0,2,12,0,23,7,0,0,29,13,0,10,0,0,0,0,0,1,1,29,2,1,309,1,165,59,0,14,7,11,0,1,14,1,3,11,0,2,19,2,2,3,1,2,0,45,0,2,2,0,0,5,1,10,0,1,0,7,281,0,99,2,1,80,0,1,0,6,0,0,1,12,1,63,0,0,0,0,13,1,2,0,2,5,7,108,0,5,9,1,0,2,74,0,0,1,14,0,4,3,20,0,2,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,16,2,12,29,9,15,14,11,3,2,1,11,92,0,1,7,0,21,1,15,3,0,46,14,32,14,3,63,0,8,31,4,0,0,0,1,6,4,2,0,4,26,9,22,0,2,14,3,1,0,2,6,3,1,21,105,6,0,18,2,0,6,3,10,0,14,0,0,0,0,11,16,0,135,3,146,47,2,12,0,0,10,11,2,61,5,10,0,8,48,201,5,1,10,1,0,0,1,3,1,2,1,2,17,0,1,22,0,5,8,102,1,1,0,14,25,2,0,3,18,1,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,389,12,114,0,2,0,0,0,17,2,5,1,0,0,4,0,30,0,16,5,0,0,14,4,3,228,14,3,0,0,1,0,3,7,0,0,0,0,0,3,224,2,0,0,1,7,20,34,626,9,108,188,0,47,0,228,12,0,31,5,0,0,0,90,0,0,5,0,0,37,49,0,0,0,2,46,0,0,0,12,1,9,0,0,1,2,0,0,15,66,0,0,5,0,5,0,0,0,0,3,1,6,150,6,176,67,8,60,0,4,24,0,3,4,0,0,46,47,1,357,6,9,0,3403,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,2,0,0,1,0,1041,5,0,5,0,0,0,0,0,0,7,5,0,0,1,1,1,169,15,0,0,0,314,0,9,0,0,0,0,0,34,0,6,0,0,0,2,2,499,0,80,45,9,1,0,1,0,4,0,0,1,613,37,104,21,1,0,0,50,0,3,0,1,0,1,0,71,0,0,0,0,3,0,7,0,0,0,1,0,0,0,12,0,0,66,0,238,0,0,0,0,1,0,0,0,3523,7,1,0,0,0,0,0,0,0,0,0,0,0,23,0,26,2621,2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,1,2,55,34,2,3,15,11,1,0,2,169,7,5,0,31,0,0,4,229,0,0,7,2,0,22,0,13,1,15,0,55,20,19,90,111,0,2,2,0,63,3,10,13,1,7,0,27,1,3,20,0,29,0,0,3,2,0,0,0,0,2,25,4,2,23,4,2,0,149,22,48,1,3,9,30,2,1,92,4,76,139,3,19,2,9,9,0,16,10,0,6,2,116,4,69,0,2,12,7,1,0,0,0,1,0,18,14,10,2,0,2,336,33,1,1,0,0,0,168,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,740,13,76,4,13,45,12,1,2,6,64,0,14,1,51,0,2,0,0,0,1,0,76,0,0,23,2,0,2,8,2,0,1,1,0,0,0,0,0,16,675,47,0,31,0,59,9,4,310,0,476,44,0,712,2,114,474,1,28,0,0,0,0,213,4,0,2,0,2,7,5,0,14,0,3,77,0,0,5,9,49,38,1,0,11,0,15,0,26,51,0,0,1,0,0,1,19,0,9,1,4,23,101,0,293,16,68,2,3,4,15,5,161,2,0,0,7,7,16,288,0,21,2,142,23,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,246,7,19,112,13,13,19,2,0,7,75,2,78,0,10,0,3,2,0,1,10,0,105,1,2,30,0,8,8,4,5,0,0,5,1,0,0,0,1,22,163,16,0,9,0,7,6,5,114,4,182,42,1,160,1,165,332,8,74,1,0,0,0,400,5,0,0,0,2,11,1,0,4,3,1,43,0,0,0,28,10,30,1,0,23,2,10,0,59,257,0,3,1,3,1,2,1,0,3,0,2,13,50,0,296,12,10,1,2,5,79,14,71,10,0,0,6,12,27,877,0,10,2,245,64,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,54,59,9,54,83,37,47,1,0,9,19,57,23,43,3,25,17,3,6,5,57,7,4,21,2,11,5,39,451,0,0,0,11,2,1,1,4,2,55,28,20,23,1,1,3,2,33,2,1,79,165,7,0,3,13,4,35,17,0,0,0,1,0,8,0,0,171,0,30,30,39,11,12,2,38,4,11,11,9,56,57,153,241,7,0,171,0,0,2,0,3,10,1,2,62,85,25,5,37,119,0,54,0,12,31,0,27,100,4,8,18,38,0,36,6,17,79,3,3,0,28,11,1,1,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,13,0,0,37,69,25,2,48,126,17,0,36,20,0,0,28,7,0,0,8,8,9,0,1,0,35,0,382,0,139,0,0,0,0,0,229,49,2,35,0,0,2,3,6,0,1,11,56,0,0,8,2,2,5,119,7,2,0,2405,84,4,0,0,2,0,0,2,0,0,0,0,1037,0,24,0,40,7,0,8,0,0,1,0,171,0,0,4,0,0,172,15,139,0,102,0,62,59,0,1,0,1,2,0,0,0,0,1,0,74,22,2,0,0,0,36,17,3,14,8,15,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,23,164,1,26,4,0,0,0,0,2,85,2,13,2,3,175,12,26,29,5,0,0,18,168,4,96,14,0,14,2,0,65,2,5,4,10,4,9,2,2,1,4,2,1,0,1,252,0,0,3,194,5,1,8,1,1,2,1,0,0,10,27,0,9,0,0,1,0,37,205,4,0,6,40,137,4,2,9,0,8,6,11,4,4,0,6,2,15,0,0,14,30,0,3,9,5,0,2,54,2,30,182,0,0,93,5,301,5,2,10,9,1,0,3,11,116,30,0,0,0,2,0,0,3,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35,31,2,8,99,1,3,1,20,10,81,4,0,5,101,1,0,589,44,2,0,1,270,6,5,402,1,3,13,29,0,351,1,0,0,0,0,147,3,2,25,2,41,0,58,3,1,0,0,12,13,0,0,9,0,1,22,2,0,0,58,102,1,3,0,2,1,0,46,6,0,11,2,548,3,24,0,238,16,62,82,4,2,32,0,11,3,2,0,0,0,493,16,32,1,37,0,33,363,4,0,21,0,1,44,0,10,2,10,2,39,19,58,0,0,28,500,3,0,0,10,0,0,2,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,47,586,1191,1,76,199,14,3,1,6,78,64,51,17,79,11,17,227,57,80,7,2,7,179,104,5,429,21,3,41,0,3,61,11,1,5,23,2,30,5,51,43,9,44,2,9,1,91,10,6,41,279,11,0,182,4,3,2,27,0,0,5,22,0,112,1,1,42,27,56,269,5,18,31,56,1163,10,0,65,9,133,214,21,20,88,0,29,20,7,0,2,40,93,1,6,4,11,0,2,134,52,2,784,0,9,689,1,64,269,6,6,46,6,2,0,352,715,390,2,1,2,23,6,2,20,8,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,3,1,3,6,2,116,46,0,8,0,1,2,2,7,1,5,8,43,10,15,0,12,13,8,100,1,1,29,35,3,97,64,0,1,23,8,2,4,2,9,8,116,6,20,3,5,40,0,2,29,2,28,5,2,0,4,24,61,6,0,0,52,40,20,0,37,1,7,2,0,8,4,1,5,1,4,6,2,3,0,0,6,126,0,13,16,6,0,62,2,10,18,3,0,3,0,5,0,44,0,16,0,3,16,9,2,78,7,0,2,21,18,0,3,1,2,4,7,4,0,5,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,4,23,31,6,3,25,13,1,0,0,74,1,2,17,45,0,4,6,182,6,0,57,6,0,52,4,7,5,85,0,26,190,23,243,316,2,1,2,0,11,2,29,8,1,10,0,27,1,0,74,0,66,1,0,2,19,14,14,0,0,0,69,139,1,2,18,1,3,9,0,43,0,6,9,24,2,3,27,0,0,0,0,75,0,31,13,2,221,114,0,11,12,15,1,149,0,2,0,15,0,1,0,3,7,7,8,25,40,3,0,15,161,34,1,0,4,0,2,1,4,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
